309 -60 450 1250.16
310 -30 -450 1250.16
311 -30 -420 1250.16
312 -30 -390 1250.16
313 -30 -360 1250.16
314 -30 -330 1250.16
315 -30 -300 1250.16
316 -30 -270 1250.16
317 -30 -240 1250.16
318 -30 -210 1250.16
319 -30 -180 1250.16
320 -30 -150 1250.16
321 -30 150 1250.16
322 -30 180 1250.16
323 -30 210 1250.16
324 -30 240 1250.16
325 -30 270 1250.16
326 -30 300 1250.16
327 -30 330 1250.16
328 -30 360 1250.16
329 -30 390 1250.16
330 -30 420 1250.16
331 -30 450 1250.16
332 0 -450 1250.16
333 0 -420 1250.16
334 0 -390 1250.16
335 0 -360 1250.16
336 0 -330 1250.16
337 0 -300 1250.16
338 0 -270 1250.16
339 0 -240 1250.16
340 0 -210 1250.16
341 0 -180 1250.16
342 0 -150 1250.16
343 0 150 1250.16
344 0 180 1250.16
345 0 210 1250.16
346 0 240 1250.16
347 0 270 1250.16
348 0 300 1250.16
349 0 330 1250.16
350 0 360 1250.16
351 0 390 1250.16
352 0 420 1250.16
353 0 450 1250.16
354 30 -450 1250.16
355 30 -420 1250.16
356 30 -390 1250.16
357 30 -360 1250.16
358 30 -330 1250.16
359 30 -300 1250.16
360 30 -270 1250.16
361 30 -240 1250.16
362 30 -210 1250.16
363 30 -180 1250.16
364 30 -150 1250.16
365 30 150 1250.16
366 30 180 1250.16
367 30 210 1250.16
368 30 240 1250.16
369 30 270 1250.16
370 30 300 1250.16
371 30 330 1250.16
372 30 360 1250.16
373 30 390 1250.16
374 30 420 1250.16
375 30 450 1250.16
376 60 -450 1250.16
377 60 -420 1250.16
378 60 -390 1250.16
379 60 -360 1250.16
380 60 -330 1250.16
381 60 -300 1250.16
382 60 -270 1250.16
383 60 -240 1250.16
384 60 -210 1250.16
385 60 -180 1250.16
386 60 -150 1250.16
387 60 -120 1250.16
388 60 120 1250.16
389 60 150 1250.16
390 60 180 1250.16
391 60 210 1250.16
392 60 240 1250.16
393 60 270 1250.16
394 60 300 1250.16
